job_title,job_company_name,job_location,job_salary,job_details,job_date,today_date
Front End Developers,TEKIZMA,"Bengaluru, Karnataka",Salary Not Mentioned,"2-6 Years • Proficient in writing SQL queries.
Hands on experience in designing creative prototypes according to specifications.",30+ days ago,21-07-21
Application Developer – Front End,GLOBALFOUNDRIES,"Bengaluru, Karnataka",Salary Not Mentioned,"In-depth knowledge of JavaScript, CSS, HTML and other front-end technologies.
The Global Tapeout Organization (GTO) is responsible for taking customers’ input…",30+ days ago,21-07-21
Application Developer – Front End,GLOBALFOUNDRIES,"Bengaluru, Karnataka",Salary Not Mentioned,"In-depth knowledge of JavaScript, CSS, HTML and other front-end technologies.
The Global Tapeout Organization (GTO) is responsible for taking customers’ input…",30+ days ago,21-07-21
,Imperial Marbles & granite,"Bengaluru, Karnataka","₹14,357 - ₹60,000 a month","Job Requirement • 5 plus Years of PHP relevant experience.
O Deep understanding of modern PHP practices and ecosystem.
O Experience in Javascript (ES6).",Today,21-07-21
JavaScript (React) Developer,Luxoft,"Bengaluru, Karnataka",Salary Not Mentioned,Luxoft is looking for Software development professionals with excellent experience in UI Development using React.,30+ days ago,21-07-21
,Kallakunta Healthcare Services Private Limited...,"Bengaluru, Karnataka•Remote","₹6,000 - ₹10,000 a month","We are engaged in the healthcare sector (mainly in the dental field).
We also provide dental services to patients and help doctors to grow the business.",4 days ago,21-07-21
,Tika Data Services Private Limited,"Bengaluru, Karnataka","₹8,000 - ₹16,000 a month","Coding web-based data annotation tools 2.
Working on Django, python, Reactjs, and JavaScript 3.
Are available for full time (in-office) internship.",6 days ago,21-07-21
,Embedsense Solutions Private Limited,"Hebbal, Bengaluru, Karnataka",Salary Not Mentioned,"Hands-on experience on front end development and significant JavaScript for 1+ years.
Looking for detail oriented, logical thinkers with good OOO programming…",1 day ago,21-07-21
Frontend developer,MediBuddy,"Bengaluru, Karnataka",Salary Not Mentioned,"Assure that all user input is validated before submitting to back-end.
With diverse offerings for all stakeholders of the healthcare industry through a …",30+ days ago,21-07-21
Python Developer,Talentrackr Technologies Pvt Ltd,"Bengaluru, Karnataka","₹6,00,000 - ₹9,00,000 a year","Familiarity with front end technologies like HTML, CSS & Javascript.
Develop back-end components to improve responsiveness and overall performance.",9 days ago,21-07-21
Senior UI Developer,Sunstream Global Technologies,"Bengaluru, Karnataka",Salary Not Mentioned,"Experience developing sophisticated front-end applications and solving Cross-browser, Cross-platform, cross-mobile UI issues.",30+ days ago,21-07-21
Front-end Developer,Talent Zone Consultants,"Bengaluru, Karnataka","₹1,50,000 - ₹2,75,000 a year","3+ years of front end web development and programming experience.
As a Senior Front End Developer on our team, your primary focus will be on the front-end…",30+ days ago,21-07-21
Python Developer,Codingmart Technologies,"Bengaluru, Karnataka",Salary Not Mentioned,"Familiarity with front-end technologies (like JavaScript and HTML5).
Develop back-end components to improve responsiveness and overall performance.",30+ days ago,21-07-21
Web Developer,Innovation Roots,"Bengaluru, Karnataka",Salary Not Mentioned,"Collaborate with business stakeholders and customers to discover business goals and devise the scope of work.
Develop in-depth understanding and strategize plan…",25 days ago,21-07-21
Web Developer,Antrorse,"Bengaluru, Karnataka",Salary Not Mentioned,"Proven work experience as Web programmer or developer.
Collaborate with internal teams to identify system requirements Integrate back-end data.",30+ days ago,21-07-21
,Torry Harris,"Bengaluru, Karnataka",Salary Not Mentioned,"Strong working experience with Javascript and Nodejs.
A strong command of web technologies including Javascript (Typescript), HTML, JSON, and CSS3.",Today,21-07-21
Wordpress Developer,RxDx Health Care Pvt Ltd.,"Bengaluru, Karnataka","₹20,000 - ₹40,000 a month","Re-designing and building the website front-end;
The successful candidate will be responsible for both back-end and front-end development including the…",21 days ago,21-07-21
Wordpress Developer,RxDx Health Care Pvt Ltd.,"Bengaluru, Karnataka","₹20,000 - ₹40,000 a month","Re-designing and building the website front-end;
The successful candidate will be responsible for both back-end and front-end development including the…",21 days ago,21-07-21
UI Developer,PURPLEDOT DESIGNS PVT LTD,"Bengaluru, Karnataka",Salary Not Mentioned,"Hands-on JavaScript framework experience using Bootstrap, React.
Experience using AJAX, REST, JSON.
Experience in HTML, HTML5, CSS3, responsive website design.",30+ days ago,21-07-21
UI/UX Developer,Enkay Technology Solutions,"Bengaluru, Karnataka",Salary Not Mentioned,"Experience with back-end development is desirable.
Requires excellent skills with HTML5, CSS, JavaScript.
Should be thoroughly familiar with web design tools,…",30+ days ago,21-07-21
Frontend Developer,Advanced Structures India Pvt Ltd,"Bengaluru, Karnataka",Salary Not Mentioned,"Build cross-browser compatible front-end application.
Eager to learn new things and trying to stay up to date with the latest front-end technologies.",30+ days ago,21-07-21
,NOKIA,"Bengaluru, Karnataka",Salary Not Mentioned,"Program Execution: You will work as developer along with a team in creating well tested high quality software.
Years of experience: 5-8 years.",5 days ago,21-07-21
ROR DEVELOPER,REVELATION software Labs,"Bengaluru, Karnataka",Salary Not Mentioned,"Therefore, a basic understanding of front-end technologies is necessary as well.
Basic understanding of front-end technologies, such as JavaScript, HTML5, and…",30+ days ago,21-07-21
ReactJS Developer,Qwickbit technologies pvt ltd,"Bengaluru, Karnataka•Temporarily Remote","₹8,00,000 - ₹14,00,000 a year","Monitoring and improving front-end performance.
Developing and implementing front-end architecture to support user interface concepts.",9 days ago,21-07-21
,NOKIA,"Bengaluru, Karnataka",Salary Not Mentioned,"Create and maintain documentation for end users as well as documents for internal use.
SAP Technical consultant (ABAP) responsible for Development of technical…",7 days ago,21-07-21
,Accenture,"Bengaluru, Karnataka",Salary Not Mentioned,"Key Responsibilities : 1 Ability to understand business requirements/UX design, validate feasibility and translate them into technical requirements 2 Thorough…",Today,21-07-21
Front End Web Developers,Cyclotis,"Bengaluru, Karnataka",Salary Not Mentioned,You will develop the front-end web application framework using various open source web technology JavaScript frameworks such as Angular JS 1.x or 2.x.,30+ days ago,21-07-21
Front-end Development - Internship,App & Geek,"Bengaluru, Karnataka","₹8,000 - ₹12,000 a month","You will be responsible for building the ‘client-side’ of our web applications.
You should be able to translate UI/UX design and customer needs into functional…",30+ days ago,21-07-21
,LCS,"Bengaluru, Karnataka",Salary Not Mentioned,"Should have strong experience in front-end frameworks like bootstrap and Material design.
Assure that all user input is validated before submitting to back-end.",7 days ago,21-07-21
Front End Developer,TraveloPro,"Bengaluru, Karnataka",Salary Not Mentioned,"Experience with UX design for technical end users or domain experts.
Experience with UX design for technical end users or domain experts.",30+ days ago,21-07-21
JavaScript Developer,WebEngage,"Bengaluru, Karnataka•Temporarily Remote",Salary Not Mentioned,WebEngage is a customer data platform and marketing automation suite that makes user engagement and retention simplified and highly effective for consumer tech…,30+ days ago,21-07-21
Angular Developer,Tandemloop Technologies Private Limited,"Bengaluru, Karnataka•Temporarily Remote","₹15,000 - ₹18,000 a month","The individual will learn all the necessary skills, techniques and work closely with high-growth software, technology and mechanical industries across the…",20 days ago,21-07-21
Web Developer (HTML and CSS Developer),Element-D,"Bengaluru, Karnataka",Salary Not Mentioned,"Converting PSD (Photoshop Document) to HTML.
Converting PSD to HTML for mailers.
Converting PSD to HTML using DIV and Tables.
2 to 3 years of experience.",30+ days ago,21-07-21
,GM Global Products & Sales Private Limited,"Bengaluru, Karnataka","₹29,533 - ₹34,135 a month","\* Basic understanding of front-end technologies, such as JavaScript, HTML5, and CSS3.
\* Build efficient, testable, and reusable PHP modules.",Just posted,21-07-21
UI Developer ( Angular ),FOOD SPACE TECHNOLOGY PRIVATE LIMITED,"Bengaluru, Karnataka","₹25,000 - ₹40,000 a month","Mandate Skills: Rgx, Ngx-bootstrap, HTML5/CSS, Javascript, Angular 2.0 (Angular7/8/9).",11 days ago,21-07-21
Application Developer: Java & Web Technologies,IBM,"Bengaluru, Karnataka",Salary Not Mentioned,"You are responsible for designing and developing Java components using Spring framework to implement transaction management.
Should know OOP concepts well.",30+ days ago,21-07-21
Wordpress Developer,Nakshatra Namaha Creations,"Bengaluru, Karnataka","₹10,000 - ₹20,000 a month","They are responsible for both front-end and back-end development, including the implementation of themes and plugins.
Job Types: Full-time, Fresher, Walk-In.",23 days ago,21-07-21
Senior UI Developer,Siemens Technology and Services Private Limited,"Bengaluru, Karnataka",Salary Not Mentioned,"Before our software developers write even a single line of code, they have to understand what drives our customers.
Experience in Cloud Technology is a plus.",13 days ago,21-07-21
Sr. UI Developer,Trezi,"Bengaluru, Karnataka",Salary Not Mentioned,"Candidate will interface with global team of developers and business users.
3-6 years of experience with complete understanding and experience of front end…",30+ days ago,21-07-21
,LDRA Technology Pvt. Ltd,"Bengaluru, Karnataka","₹14,410 - ₹55,464 a month","Produce detailed specifications, designing of front end and backend system.
The ideal candidate is a creative problem solver who will work in coordination with…",2 days ago,21-07-21
Front End Developer,HR One management Consultants,"Bengaluru, Karnataka",Salary Not Mentioned,"You are a Wizard when it comes to HTML, CSS, Javascript and Jquery.",30+ days ago,21-07-21
Web Developer - WordPress - EazyStock,Syncron,"Bengaluru, Karnataka",Salary Not Mentioned,"Wordpress – manage database, create custom templates and plugins, custom post types and custom taxonomies, designing and implementing new features and…",19 days ago,21-07-21
,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka",Salary Not Mentioned,"2-5 years of experience in UI Software Manual and Automation testing.
Hands-on experience in Manual Testing, Automation Framework Development, test Automation,…",1 day ago,21-07-21
,Fidelity Investments,"Bengaluru, Karnataka",Salary Not Mentioned,As a UI Developer within the central marketing function of Fidelity Personal Investments the purpose of your role is to translate creative concepts and ideas…,7 days ago,21-07-21
Vue.js Developer,THBS,"Bengaluru, Karnataka",Salary Not Mentioned,"Building modular and reusable components and libraries.
Implementing automated testing integrated into development and maintenance workflows.",30+ days ago,21-07-21
